City	State	ST	County	ShapeID	AreaSqMiles	Population	Territory
Revere	Massachusetts	MA	Suffolk	378	7.13	52,534	Terr 1
Winthrop	Massachusetts	MA	Suffolk	379	3.15	17,763	Terr 1
Medford	Massachusetts	MA	Middlesex	380	8.76	58,832	Terr 1
Boston	Massachusetts	MA	Suffolk	381	0.11	2,100	Terr 1
Quincy	Massachusetts	MA	Norfolk	382	10.43	55,064	Terr 1
Quincy	Massachusetts	MA	Norfolk	383	2.16	19,796	Terr 1
Quincy	Massachusetts	MA	Norfolk	384	4.37	17,735	Terr 1
Melrose	Massachusetts	MA	Middlesex	385	4.76	27,239	Terr 1
Stoneham	Massachusetts	MA	Middlesex	386	6.66	21,498	Terr 1
Braintree	Massachusetts	MA	Norfolk	387	14.56	36,051	Terr 1
Milton	Massachusetts	MA	Norfolk	388	13.30	27,094	Terr 1
Weymouth	Massachusetts	MA	Norfolk	389	3.86	14,655	Terr 1
East Weymouth	Massachusetts	MA	Norfolk	390	4.18	14,609	Terr 1
South Weymouth	Massachusetts	MA	Norfolk	391	7.66	16,733	Terr 1
North Weymouth	Massachusetts	MA	Norfolk	392	3.08	8,369	Terr 1
Boston	Massachusetts	MA	Suffolk	393	0.06	1,273	Terr 1
ZCTA 021XX	Massachusetts	MA	Norfolk	394	3.07	0	Terr 1
ZCTA 021XX_02	Massachusetts	MA	Suffolk	395	2.86	0	Terr 1
Boston	Massachusetts	MA	Suffolk	396	0.03	0	Terr 1
Boston	Massachusetts	MA	Suffolk	397	1.47	1,894	Terr 1
Boston	Massachusetts	MA	Suffolk	398	0.88	24,213	Terr 1
Brockton	Massachusetts	MA	Plymouth	399	12.59	58,982	Terr 1
Brockton	Massachusetts	MA	Plymouth	400	8.91	34,929	Terr 1
Avon	Massachusetts	MA	Norfolk	401	4.54	4,400	Terr 1
Bridgewater	Massachusetts	MA	Plymouth	402	28.41	26,573	Terr 1
Carver	Massachusetts	MA	Plymouth	403	39.76	11,493	Terr 1
Duxbury	Massachusetts	MA	Plymouth	404	27.78	15,126	Terr 1
East Bridgewater	Massachusetts	MA	Plymouth	405	17.55	13,894	Terr 1
Halifax	Massachusetts	MA	Plymouth	406	17.39	7,546	Terr 1
Hanover	Massachusetts	MA	Plymouth	407	15.69	14,027	Terr 1
Hanson	Massachusetts	MA	Plymouth	408	15.74	10,250	Terr 1
Holbrook	Massachusetts	MA	Norfolk	409	7.11	10,667	Terr 1
Middleboro	Massachusetts	MA	Plymouth	410	71.90	23,247	Terr 1
Lakeville	Massachusetts	MA	Plymouth	411	36.33	10,798	Terr 1
Abington	Massachusetts	MA	Plymouth	412	9.90	16,009	Terr 1
North Easton	Massachusetts	MA	Bristol	413	14.10	12,625	Terr 1
North Easton	Massachusetts	MA	Bristol	414	0.50	959	Terr 1
Pembroke	Massachusetts	MA	Plymouth	415	23.49	17,916	Terr 1
Plymouth	Massachusetts	MA	Plymouth	416	108.58	56,816	Terr 1
Kingston	Massachusetts	MA	Plymouth	417	19.79	12,673	Terr 1
South Carver	Massachusetts	MA	Plymouth	418	0.97	149	Terr 1
Plympton	Massachusetts	MA	Plymouth	419	15.11	2,834	Terr 1
Randolph	Massachusetts	MA	Norfolk	420	10.66	32,952	Terr 1
Rockland	Massachusetts	MA	Plymouth	421	10.39	17,546	Terr 1
South Easton	Massachusetts	MA	Bristol	422	14.71	9,833	Terr 1
West Bridgewater	Massachusetts	MA	Plymouth	423	15.68	6,928	Terr 1
Whitman	Massachusetts	MA	Plymouth	424	6.95	14,567	Terr 1
Lexington	Massachusetts	MA	Middlesex	425	6.62	14,073	Terr 1
Lexington	Massachusetts	MA	Middlesex	426	10.03	17,813	Terr 1
Brookline	Massachusetts	MA	Norfolk	427	2.64	20,844	Terr 1
Brookline	Massachusetts	MA	Norfolk	428	1.30	28,924	Terr 1
Waltham	Massachusetts	MA	Middlesex	429	6.23	17,299	Terr 1
Waltham	Massachusetts	MA	Middlesex	430	3.73	15,025	Terr 1
Waltham	Massachusetts	MA	Middlesex	431	3.80	28,997	Terr 1
Babson Park	Massachusetts	MA	Norfolk	432	0.16	1,343	Terr 1
Newton	Massachusetts	MA	Middlesex	433	2.05	11,602	Terr 1
Newton Center	Massachusetts	MA	Middlesex	434	5.09	18,339	Terr 1
Newtonville	Massachusetts	MA	Middlesex	435	1.37	9,046	Terr 1
Newton Highlands	Massachusetts	MA	Middlesex	436	1.46	6,808	Terr 1
Newton Lower Falls	Massachusetts	MA	Middlesex	437	0.55	1,412	Terr 1
Newton Upper Falls	Massachusetts	MA	Middlesex	438	0.58	2,947	Terr 1
West Newton	Massachusetts	MA	Middlesex	439	2.24	11,673	Terr 1
Auburndale	Massachusetts	MA	Middlesex	440	1.88	9,105	Terr 1
Chestnut Hill	Massachusetts	MA	Norfolk	441	4.93	23,092	Terr 1
Waban	Massachusetts	MA	Middlesex	442	1.50	5,267	Terr 1
Watertown	Massachusetts	MA	Middlesex	443	4.14	32,622	Terr 1
Arlington	Massachusetts	MA	Middlesex	444	3.34	26,646	Terr 1
Arlington	Massachusetts	MA	Middlesex	445	2.16	16,662	Terr 1
Belmont	Massachusetts	MA	Middlesex	446	4.71	24,864	Terr 1
Wellesley Hills	Massachusetts	MA	Norfolk	447	5.72	16,215	Terr 1
Wellesley	Massachusetts	MA	Norfolk	448	4.62	10,946	Terr 1
Needham	Massachusetts	MA	Norfolk	449	9.88	20,131	Terr 1
Weston	Massachusetts	MA	Middlesex	450	17.32	11,538	Terr 1
Needham Heights	Massachusetts	MA	Norfolk	451	2.85	9,109	Terr 1
Buzzards Bay	Massachusetts	MA	Barnstable	452	16.90	11,455	Terr 1
Cataumet	Massachusetts	MA	Barnstable	453	2.88	1,247	Terr 1
Chilmark	Massachusetts	MA	Dukes	454	49.85	1,283	Terr 1
East Falmouth	Massachusetts	MA	Barnstable	455	31.17	19,470	Terr 1
East Sandwich	Massachusetts	MA	Barnstable	456	12.67	6,288	Terr 1
East Wareham	Massachusetts	MA	Plymouth	457	5.02	3,245	Terr 1
Edgartown	Massachusetts	MA	Dukes	458	47.32	4,135	Terr 1
Falmouth	Massachusetts	MA	Barnstable	459	12.49	8,554	Terr 1
Buzzards Bay	Massachusetts	MA	Barnstable	460	30.78	1,155	Terr 1
Woods Hole	Massachusetts	MA	Dukes	461	30.12	736	Terr 1
Monument Beach	Massachusetts	MA	Barnstable	462	0.93	210	Terr 1
Nantucket	Massachusetts	MA	Nantucket	463	55.84	9,843	Terr 1
North Falmouth	Massachusetts	MA	Barnstable	464	4.31	2,852	Terr 1
Oak Bluffs	Massachusetts	MA	Dukes	465	11.49	4,563	Terr 1
Onset	Massachusetts	MA	Plymouth	466	2.28	1,489	Terr 1
Pocasset	Massachusetts	MA	Barnstable	467	6.50	4,056	Terr 1
Sagamore	Massachusetts	MA	Barnstable	468	0.69	468	Terr 1
Sagamore Beach	Massachusetts	MA	Barnstable	469	3.67	3,371	Terr 1
Sandwich	Massachusetts	MA	Barnstable	470	14.32	9,616	Terr 1
Siasconset	Massachusetts	MA	Nantucket	471	6.81	381	Terr 1
Vineyard Haven	Massachusetts	MA	Dukes	472	10.54	3,995	Terr 1
Wareham	Massachusetts	MA	Plymouth	473	24.68	10,497	Terr 1
West Tisbury	Massachusetts	MA	Dukes	474	29.27	2,628	Terr 1
West Wareham	Massachusetts	MA	Plymouth	475	10.18	4,888	Terr 1
Nantucket	Massachusetts	MA	Nantucket	476	0.07	0	Terr 1
ZCTA 025XX	Massachusetts	MA	Nantucket	477	1.32	0	Terr 1
Hyannis	Massachusetts	MA	Barnstable	478	9.41	13,552	Terr 1
Barnstable	Massachusetts	MA	Barnstable	479	6.03	2,113	Terr 1
Brewster	Massachusetts	MA	Barnstable	480	24.73	9,610	Terr 1
Centerville	Massachusetts	MA	Barnstable	481	8.78	11,543	Terr 1
Chatham	Massachusetts	MA	Barnstable	482	12.46	3,868	Terr 1
Cotuit	Massachusetts	MA	Barnstable	483	6.60	3,355	Terr 1
Cummaquid	Massachusetts	MA	Barnstable	484	0.73	84	Terr 1
Dennis	Massachusetts	MA	Barnstable	485	6.46	3,355	Terr 1
Dennis Port	Massachusetts	MA	Barnstable	486	3.13	3,138	Terr 1
East Dennis	Massachusetts	MA	Barnstable	487	2.29	355	Terr 1
Eastham	Massachusetts	MA	Barnstable	488	17.35	4,919	Terr 1
East Orleans	Massachusetts	MA	Barnstable	489	3.67	17	Terr 1
Forestdale	Massachusetts	MA	Barnstable	490	3.80	4,469	Terr 1
Harwich	Massachusetts	MA	Barnstable	491	18.43	9,487	Terr 1
Harwich Port	Massachusetts	MA	Barnstable	492	3.31	1,946	Terr 1
Hyannis Port	Massachusetts	MA	Barnstable	493	0.65	129	Terr 1
Marstons Mills	Massachusetts	MA	Barnstable	494	10.29	6,898	Terr 1
Mashpee	Massachusetts	MA	Barnstable	495	27.36	14,000	Terr 1
North Chatham	Massachusetts	MA	Barnstable	496	1.72	1,222	Terr 1
North Eastham	Massachusetts	MA	Barnstable	497	0.07	26	Terr 1
North Truro	Massachusetts	MA	Barnstable	498	10.51	1,133	Terr 1
Orleans	Massachusetts	MA	Barnstable	499	17.32	5,982	Terr 1
Osterville	Massachusetts	MA	Barnstable	500	8.29	3,943	Terr 1
Provincetown	Massachusetts	MA	Barnstable	501	14.58	2,964	Terr 1
South Chatham	Massachusetts	MA	Barnstable	502	2.29	837	Terr 1
South Dennis	Massachusetts	MA	Barnstable	503	8.25	6,018	Terr 1
South Wellfleet	Massachusetts	MA	Barnstable	504	2.52	121	Terr 1
South Yarmouth	Massachusetts	MA	Barnstable	505	7.81	9,487	Terr 1
Truro	Massachusetts	MA	Barnstable	506	14.58	598	Terr 1
Wellfleet	Massachusetts	MA	Barnstable	507	24.85	2,891	Terr 1
West Barnstable	Massachusetts	MA	Barnstable	508	17.56	2,755	Terr 1
West Chatham	Massachusetts	MA	Barnstable	509	1.08	211	Terr 1
West Dennis	Massachusetts	MA	Barnstable	510	2.72	1,302	Terr 1
West Harwich	Massachusetts	MA	Barnstable	511	2.13	844	Terr 1
West Hyannisport	Massachusetts	MA	Barnstable	512	0.54	150	Terr 1
West Yarmouth	Massachusetts	MA	Barnstable	513	12.64	8,407	Terr 1
Yarmouth Port	Massachusetts	MA	Barnstable	514	9.75	6,254	Terr 1
ZCTA 026XX	Massachusetts	MA	Barnstable	515	3.59	0	Terr 1
ZCTA 026XX_02	Massachusetts	MA	Barnstable	516	3.55	0	Terr 1
ZCTA 026XX_03	Massachusetts	MA	Barnstable	517	2.15	0	Terr 1
ZCTA 026XX_04	Massachusetts	MA	Barnstable	518	1.86	0	Terr 1
Assonet	Massachusetts	MA	Bristol	519	17.93	4,567	Terr 1
Attleboro	Massachusetts	MA	Bristol	520	27.86	43,677	Terr 1
Cuttyhunk	Massachusetts	MA	Dukes	521	12.11	114	Terr 1
Dighton	Massachusetts	MA	Bristol	522	11.96	3,195	Terr 1
East Freetown	Massachusetts	MA	Bristol	523	18.48	4,356	Terr 1
East Taunton	Massachusetts	MA	Bristol	524	10.69	6,774	Terr 1
Fairhaven	Massachusetts	MA	Bristol	525	15.71	15,952	Terr 1
Fall River	Massachusetts	MA	Bristol	526	12.57	30,811	Terr 1
Fall River	Massachusetts	MA	Bristol	527	6.06	26,141	Terr 1
Fall River	Massachusetts	MA	Bristol	528	1.81	14,298	Terr 1
Fall River	Massachusetts	MA	Bristol	529	2.43	16,769	Terr 1
Somerset	Massachusetts	MA	Bristol	530	5.02	2,717	Terr 1
Somerset	Massachusetts	MA	Bristol	531	6.89	15,524	Terr 1
Marion	Massachusetts	MA	Plymouth	532	19.97	4,915	Terr 1
Mattapoisett	Massachusetts	MA	Plymouth	533	19.53	6,086	Terr 1
New Bedford	Massachusetts	MA	Bristol	534	6.51	43,308	Terr 1
Acushnet	Massachusetts	MA	Bristol	535	18.99	10,321	Terr 1
New Bedford	Massachusetts	MA	Bristol	536	1.81	11,722	Terr 1
New Bedford	Massachusetts	MA	Bristol	537	10.53	24,830	Terr 1
New Bedford	Massachusetts	MA	Bristol	538	2.23	14,835	Terr 1
North Dartmouth	Massachusetts	MA	Bristol	539	50.31	22,092	Terr 1
South Dartmouth	Massachusetts	MA	Bristol	540	25.65	12,591	Terr 1
North Attleboro	Massachusetts	MA	Bristol	541	18.47	27,081	Terr 1
Plainville	Massachusetts	MA	Norfolk	542	11.49	8,429	Terr 1
Attleboro Falls	Massachusetts	MA	Bristol	543	0.91	1,638	Terr 1
North Dighton	Massachusetts	MA	Bristol	544	10.67	3,926	Terr 1
Norton	Massachusetts	MA	Bristol	545	29.28	19,209	Terr 1
Raynham	Massachusetts	MA	Bristol	546	24.07	13,450	Terr 1
Rehoboth	Massachusetts	MA	Bristol	547	47.48	11,664	Terr 1
Rochester	Massachusetts	MA	Plymouth	548	34.61	5,275	Terr 1
Seekonk	Massachusetts	MA	Bristol	549	18.60	13,932	Terr 1
Swansea	Massachusetts	MA	Bristol	550	25.20	15,943	Terr 1
Berkley	Massachusetts	MA	Bristol	551	17.42	6,452	Terr 1
Taunton	Massachusetts	MA	Bristol	552	34.42	49,151	Terr 1
Westport	Massachusetts	MA	Bristol	553	63.84	16,154	Terr 1
Westport Point	Massachusetts	MA	Bristol	554	1.06	80	Terr 1
ZCTA 027XX	Massachusetts	MA	Bristol	555	1.23	0	Terr 1
Albion	Rhode Island	RI	Providence	556	0.21	919	Terr 1
Ashaway	Rhode Island	RI	Washington	557	10.19	2,587	Terr 1
Barrington	Rhode Island	RI	Bristol	558	15.45	16,298	Terr 1
Block Island	Rhode Island	RI	Washington	559	12.27	836	Terr 1
Bradford	Rhode Island	RI	Washington	560	8.01	2,202	Terr 1
Bristol	Rhode Island	RI	Bristol	561	20.59	22,531	Terr 1
Carolina	Rhode Island	RI	Washington	562	6.69	1,969	Terr 1
Charlestown	Rhode Island	RI	Washington	563	41.99	7,821	Terr 1
Chepachet	Rhode Island	RI	Providence	564	47.19	7,477	Terr 1
Clayville	Rhode Island	RI	Providence	565	4.27	200	Terr 1
Coventry	Rhode Island	RI	Kent	566	40.82	32,800	Terr 1
West Greenwich	Rhode Island	RI	Kent	567	51.17	6,102	Terr 1
East Greenwich	Rhode Island	RI	Kent	568	25.30	18,241	Terr 1
Exeter	Rhode Island	RI	Washington	569	56.88	6,460	Terr 1
Foster	Rhode Island	RI	Providence	570	55.12	5,305	Terr 1
Glendale	Rhode Island	RI	Providence	571	2.54	637	Terr 1
Greene	Rhode Island	RI	Kent	572	21.43	2,067	Terr 1
Greenville	Rhode Island	RI	Providence	573	5.16	7,403	Terr 1
Harrisville	Rhode Island	RI	Providence	574	19.87	6,356	Terr 1
Hope	Rhode Island	RI	Providence	575	12.40	3,129	Terr 1
Hope Valley	Rhode Island	RI	Washington	576	22.86	5,263	Terr 1
Hopkinton	Rhode Island	RI	Washington	577	7.58	513	Terr 1
Jamestown	Rhode Island	RI	Newport	578	15.01	5,423	Terr 1
Kenyon	Rhode Island	RI	Washington	579	0.30	103	Terr 1
Little Compton	Rhode Island	RI	Newport	580	25.06	3,490	Terr 1
Manville	Rhode Island	RI	Providence	581	1.52	3,615	Terr 1
Mapleville	Rhode Island	RI	Providence	582	4.49	1,617	Terr 1
Newport	Rhode Island	RI	Newport	583	10.62	23,306	Terr 1
Newport	Rhode Island	RI	Newport	584	1.36	1,066	Terr 1
Middletown	Rhode Island	RI	Newport	585	15.43	16,116	Terr 1
North Kingstown	Rhode Island	RI	Washington	586	34.24	22,567	Terr 1
North Scituate	Rhode Island	RI	Providence	587	45.79	8,919	Terr 1
Oakland	Rhode Island	RI	Providence	588	0.63	605	Terr 1
Pascoag	Rhode Island	RI	Providence	589	29.72	6,932	Terr 1
Pawtucket	Rhode Island	RI	Providence	590	5.70	43,862	Terr 1
Pawtucket	Rhode Island	RI	Providence	591	3.68	27,431	Terr 1
Central Falls	Rhode Island	RI	Providence	592	1.28	19,387	Terr 1
Cumberland	Rhode Island	RI	Providence	593	28.20	33,429	Terr 1
Lincoln	Rhode Island	RI	Providence	594	17.42	16,881	Terr 1
Portsmouth	Rhode Island	RI	Newport	595	23.26	17,155	Terr 1
Prudence Island	Rhode Island	RI	Newport	596	10.10	184	Terr 1
Rockville	Rhode Island	RI	Washington	597	2.99	181	Terr 1
Saunderstown	Rhode Island	RI	Washington	598	16.19	6,077	Terr 1
Shannock	Rhode Island	RI	Washington	599	1.16	428	Terr 1
Slatersville	Rhode Island	RI	Providence	600	0.28	237	Terr 1
Tiverton	Rhode Island	RI	Newport	601	32.33	15,805	Terr 1
Wakefield	Rhode Island	RI	Washington	602	42.35	20,675	Terr 1
Kingston	Rhode Island	RI	Washington	603	3.65	7,681	Terr 1
Narragansett	Rhode Island	RI	Washington	604	17.89	13,966	Terr 1
Warren	Rhode Island	RI	Bristol	605	8.75	10,597	Terr 1
Warwick	Rhode Island	RI	Kent	606	17.07	28,758	Terr 1
Warwick	Rhode Island	RI	Kent	607	7.14	19,551	Terr 1
Warwick	Rhode Island	RI	Kent	608	16.87	28,571	Terr 1
Westerly	Rhode Island	RI	Washington	609	31.14	21,248	Terr 1
West Kingston	Rhode Island	RI	Washington	610	29.34	4,256	Terr 1
West Warwick	Rhode Island	RI	Kent	611	8.10	29,416	Terr 1
Wood River Junction	Rhode Island	RI	Washington	612	4.46	563	Terr 1
Woonsocket	Rhode Island	RI	Providence	613	7.91	41,113	Terr 1
North Smithfield	Rhode Island	RI	Providence	614	24.51	11,782	Terr 1
Wyoming	Rhode Island	RI	Washington	615	11.69	1,231	Terr 1
Providence	Rhode Island	RI	Providence	616	2.28	10,613	Terr 1
Providence	Rhode Island	RI	Providence	617	5.29	28,793	Terr 1
Providence	Rhode Island	RI	Providence	618	5.60	25,285	Terr 1
Providence	Rhode Island	RI	Providence	619	3.94	28,920	Terr 1
Providence	Rhode Island	RI	Providence	620	2.32	27,448	Terr 1
Providence	Rhode Island	RI	Providence	621	3.17	36,842	Terr 1
Providence	Rhode Island	RI	Providence	622	3.48	43,752	Terr 1
Cranston	Rhode Island	RI	Providence	623	3.63	20,135	Terr 1
North Providence	Rhode Island	RI	Providence	624	2.54	15,811	Terr 1
Providence	Rhode Island	RI	Providence	625	0.04	1,850	Terr 1
East Providence	Rhode Island	RI	Providence	626	5.25	21,978	Terr 1
Riverside	Rhode Island	RI	Providence	627	7.94	16,381	Terr 1
Rumford	Rhode Island	RI	Providence	628	2.96	8,700	Terr 1
Smithfield	Rhode Island	RI	Providence	629	22.44	14,051	Terr 1
Johnston	Rhode Island	RI	Providence	630	24.37	28,910	Terr 1
Cranston	Rhode Island	RI	Providence	631	9.42	38,679	Terr 1
Cranston	Rhode Island	RI	Providence	632	13.26	12,207	Terr 1
Amherst	New Hampshire	NH	Hillsborough	633	35.16	11,283	Terr 1
Auburn	New Hampshire	NH	Rockingham	634	28.73	5,027	Terr 1
Brookline	New Hampshire	NH	Hillsborough	635	20.12	5,023	Terr 1
Candia	New Hampshire	NH	Rockingham	636	33.30	3,961	Terr 1
Chester	New Hampshire	NH	Rockingham	637	26.05	4,789	Terr 1
Deerfield	New Hampshire	NH	Rockingham	638	49.51	4,248	Terr 1
Derry	New Hampshire	NH	Rockingham	639	36.83	33,417	Terr 1
Epping	New Hampshire	NH	Rockingham	640	26.20	6,460	Terr 1
Francestown	New Hampshire	NH	Hillsborough	641	31.88	1,547	Terr 1
Fremont	New Hampshire	NH	Rockingham	642	17.17	4,290	Terr 1
Goffstown	New Hampshire	NH	Hillsborough	643	36.26	13,742	Terr 1
Dunbarton	New Hampshire	NH	Merrimack	644	31.40	2,774	Terr 1
Greenfield	New Hampshire	NH	Hillsborough	645	26.96	1,496	Terr 1
Greenville	New Hampshire	NH	Hillsborough	646	29.66	3,513	Terr 1
Hollis	New Hampshire	NH	Hillsborough	647	32.33	7,700	Terr 1
Hudson	New Hampshire	NH	Hillsborough	648	29.28	24,541	Terr 1
Litchfield	New Hampshire	NH	Hillsborough	649	15.30	8,299	Terr 1
Londonderry	New Hampshire	NH	Rockingham	650	41.21	24,013	Terr 1
Merrimack	New Hampshire	NH	Hillsborough	651	33.43	25,538	Terr 1
Milford	New Hampshire	NH	Hillsborough	652	24.98	15,067	Terr 1
Mont Vernon	New Hampshire	NH	Hillsborough	653	16.84	2,534	Terr 1
Nashua	New Hampshire	NH	Hillsborough	654	6.87	28,959	Terr 1
Nashua	New Hampshire	NH	Hillsborough	655	12.27	27,338	Terr 1
Nashua	New Hampshire	NH	Hillsborough	656	8.24	15,936	Terr 1
Nashua	New Hampshire	NH	Hillsborough	657	4.52	14,533	Terr 1
New Boston	New Hampshire	NH	Hillsborough	658	43.35	5,291	Terr 1
New Ipswich	New Hampshire	NH	Hillsborough	659	33.02	5,112	Terr 1
Pelham	New Hampshire	NH	Hillsborough	660	26.89	12,960	Terr 1
Raymond	New Hampshire	NH	Rockingham	661	30.20	10,218	Terr 1
Salem	New Hampshire	NH	Rockingham	662	25.87	28,820	Terr 1
Lyndeborough	New Hampshire	NH	Hillsborough	663	28.72	1,515	Terr 1
Temple	New Hampshire	NH	Hillsborough	664	22.44	1,605	Terr 1
Wilton	New Hampshire	NH	Hillsborough	665	27.00	3,812	Terr 1
Windham	New Hampshire	NH	Rockingham	666	27.89	13,777	Terr 1
Manchester	New Hampshire	NH	Hillsborough	667	0.89	2,940	Terr 1
Manchester	New Hampshire	NH	Hillsborough	668	9.26	31,806	Terr 1
Manchester	New Hampshire	NH	Hillsborough	669	10.15	36,432	Terr 1
Manchester	New Hampshire	NH	Hillsborough	670	8.42	33,145	Terr 1
Hooksett	New Hampshire	NH	Merrimack	671	37.47	13,470	Terr 1
Manchester	New Hampshire	NH	Hillsborough	672	8.25	9,711	Terr 1
Bedford	New Hampshire	NH	Hillsborough	673	33.07	21,339	Terr 1
Waterville Valley	New Hampshire	NH	Grafton	674	48.51	240	Terr 1
Andover	New Hampshire	NH	Merrimack	675	39.01	2,138	Terr 1
Ashland	New Hampshire	NH	Grafton	676	11.51	1,796	Terr 1
Barnstead	New Hampshire	NH	Belknap	677	14.23	893	Terr 1
Belmont	New Hampshire	NH	Belknap	678	32.76	7,337	Terr 1
Bradford	New Hampshire	NH	Merrimack	679	46.71	2,014	Terr 1
Bristol	New Hampshire	NH	Grafton	680	78.16	5,684	Terr 1
Campton	New Hampshire	NH	Grafton	681	74.07	3,384	Terr 1
Canterbury	New Hampshire	NH	Merrimack	682	40.95	2,290	Terr 1
Center Barnstead	New Hampshire	NH	Belknap	683	30.50	3,700	Terr 1
Center Harbor	New Hampshire	NH	Belknap	684	16.63	994	Terr 1
Center Sandwich	New Hampshire	NH	Carroll	685	67.53	1,039	Terr 1
Contoocook	New Hampshire	NH	Merrimack	686	45.14	5,594	Terr 1
Danbury	New Hampshire	NH	Merrimack	687	41.22	1,371	Terr 1
East Andover	New Hampshire	NH	Merrimack	688	2.41	313	Terr 1
Elkins	New Hampshire	NH	Merrimack	689	0.54	96	Terr 1
Epsom	New Hampshire	NH	Merrimack	690	34.49	4,596	Terr 1
Franklin	New Hampshire	NH	Merrimack	691	31.44	8,596	Terr 1
Gilmanton	New Hampshire	NH	Belknap	692	37.67	2,155	Terr 1
Glencliff	New Hampshire	NH	Grafton	693	2.81	89	Terr 1
Grafton	New Hampshire	NH	Grafton	694	42.63	1,318	Terr 1
Hebron	New Hampshire	NH	Grafton	695	43.62	838	Terr 1
Henniker	New Hampshire	NH	Merrimack	696	44.73	4,815	Terr 1
Hill	New Hampshire	NH	Merrimack	697	26.61	1,200	Terr 1
Hillsborough	New Hampshire	NH	Hillsborough	698	84.18	7,988	Terr 1
Holderness	New Hampshire	NH	Grafton	699	35.72	1,674	Terr 1
Laconia	New Hampshire	NH	Belknap	700	26.56	16,001	Terr 1
Gilford	New Hampshire	NH	Belknap	701	53.71	7,136	Terr 1
Lincoln	New Hampshire	NH	Grafton	702	151.12	1,264	Terr 1
Meredith	New Hampshire	NH	Belknap	703	53.20	6,284	Terr 1
Moultonborough	New Hampshire	NH	Carroll	704	74.71	4,065	Terr 1
Newbury	New Hampshire	NH	Merrimack	705	39.17	1,968	Terr 1
New Hampton	New Hampshire	NH	Belknap	706	39.22	2,288	Terr 1
New London	New Hampshire	NH	Merrimack	707	25.98	4,584	Terr 1
Chichester	New Hampshire	NH	Merrimack	708	21.00	2,519	Terr 1
North Sandwich	New Hampshire	NH	Carroll	709	23.54	303	Terr 1
North Sutton	New Hampshire	NH	Merrimack	710	24.79	805	Terr 1
Northwood	New Hampshire	NH	Rockingham	711	30.05	4,253	Terr 1
North Woodstock	New Hampshire	NH	Grafton	712	57.40	1,111	Terr 1
Pittsfield	New Hampshire	NH	Merrimack	713	24.64	4,101	Terr 1
Plymouth	New Hampshire	NH	Grafton	714	37.58	7,469	Terr 1
Rumney	New Hampshire	NH	Grafton	715	103.94	2,234	Terr 1
Salisbury	New Hampshire	NH	Merrimack	716	30.68	1,295	Terr 1
Sanbornton	New Hampshire	NH	Belknap	717	49.72	2,966	Terr 1
South Sutton	New Hampshire	NH	Merrimack	718	6.18	279	Terr 1
Suncook	New Hampshire	NH	Merrimack	719	43.45	11,447	Terr 1
Tilton	New Hampshire	NH	Merrimack	720	40.74	8,394	Terr 1
Warner	New Hampshire	NH	Merrimack	721	62.58	2,991	Terr 1
Warren	New Hampshire	NH	Grafton	722	46.19	650	Terr 1
Washington	New Hampshire	NH	Sullivan	723	47.74	1,074	Terr 1
Weare	New Hampshire	NH	Hillsborough	724	59.91	8,828	Terr 1
Wentworth	New Hampshire	NH	Grafton	725	41.89	900	Terr 1
Springfield	New Hampshire	NH	Sullivan	726	39.56	1,140	Terr 1
Thornton	New Hampshire	NH	Grafton	727	50.81	2,473	Terr 1
Wilmot	New Hampshire	NH	Merrimack	728	26.46	1,286	Terr 1
Nottingham	New Hampshire	NH	Rockingham	729	47.63	4,747	Terr 1
West Nottingham	New Hampshire	NH	Rockingham	730	0.18	34	Terr 1
Woodstock	New Hampshire	NH	Grafton	731	1.72	87	Terr 1
ZCTA 032XX	New Hampshire	NH	Grafton	732	59.93	0	Terr 1
Concord	New Hampshire	NH	Merrimack	733	52.16	32,665	Terr 1
Concord	New Hampshire	NH	Merrimack	734	69.20	15,665	Terr 1
Bow	New Hampshire	NH	Merrimack	735	28.46	7,573	Terr 1
Loudon	New Hampshire	NH	Merrimack	736	50.40	5,321	Terr 1
Keene	New Hampshire	NH	Cheshire	737	60.22	25,563	Terr 1
Antrim	New Hampshire	NH	Hillsborough	738	36.98	2,639	Terr 1
Ashuelot	New Hampshire	NH	Cheshire	739	3.94	584	Terr 1
Bennington	New Hampshire	NH	Hillsborough	740	11.39	1,497	Terr 1
Chesterfield	New Hampshire	NH	Cheshire	741	11.23	918	Terr 1
Dublin	New Hampshire	NH	Cheshire	742	29.20	1,674	Terr 1
Sullivan	New Hampshire	NH	Cheshire	743	20.24	697	Terr 1
Swanzey	New Hampshire	NH	Cheshire	744	42.97	6,131	Terr 1
Fitzwilliam	New Hampshire	NH	Cheshire	745	36.42	2,567	Terr 1
Gilsum	New Hampshire	NH	Cheshire	746	19.46	662	Terr 1
Hancock	New Hampshire	NH	Hillsborough	747	31.25	1,791	Terr 1
Harrisville	New Hampshire	NH	Cheshire	748	20.09	860	Terr 1
Hinsdale	New Hampshire	NH	Cheshire	749	23.53	4,018	Terr 1
Jaffrey	New Hampshire	NH	Cheshire	750	40.05	5,440	Terr 1
